m	470	150	10	10	0	0	300s	100	1	8060
m	388	225	10	10	0	0	300s	100	1	8060
m	525	180	10	10	0	0	300s	100	1	8060
m	345	350	10	10	0	0	300s	100	1	8060
m	438	348	10	10	0	0	300s	100	1	8060
m	858	310	10	10	0	0	300s	100	1	8060
m	1103	473	10	10	0	0	300s	100	1	8060
m	1265	735	10	10	0	0	300s	100	1	8060
m	1080	1198	10	10	0	0	300s	100	1	8060
m	785	1373	10	10	0	0	300s	100	1	8060
m	593	1275	10	10	0	0	300s	100	1	8060
m	288	1150	10	10	0	0	300s	100	1	8060
m	310	1023	10	10	0	0	300s	100	1	8060
m	508	570	10	10	0	0	300s	100	1	8060
m	538	648	10	10	0	0	300s	100	1	8060
m	463	920	10	10	0	0	300s	100	1	8060
m	813	798	10	10	0	0	300s	100	1	8060
m	658	893	10	10	0	0	300s	100	1	8060
m	635	978	10	10	0	0	300s	100	1	8060
m	593	873	10	10	0	0	300s	100	1	8060
m	1245	950	10	10	0	0	300s	100	1	8060
m	1085	248	10	10	0	0	300s	100	1	8060
m	1193	280	10	10	0	0	300s	100	1	8060
m	1365	835	10	10	0	0	300s	100	1	8060
m	1218	1193	10	10	0	0	300s	100	1	8060
m	995	935	10	10	0	0	300s	100	1	8060
m	1080	715	10	10	0	0	300s	100	1	8060
m	908	488	10	10	0	0	300s	100	1	8060
m	320	565	10	10	0	0	300s	100	1	8060
m	393	803	10	10	0	0	300s	100	1	8060
m	715	1118	10	10	0	0	300s	100	1	8060
m	200	895	10	10	0	0	300s	100	1	8060
m	493	1358	10	10	0	0	300s	100	1	8060
m	955	1380	10	10	0	0	300s	100	1	8060
m	783	1178	10	10	0	0	300s	100	1	8060
m	795	1275	10	10	0	0	300s	100	1	8060
m	433	1080	10	10	0	0	300s	100	1	8060
m	658	530	10	10	0	0	300s	100	1	8060
m	488	463	10	10	0	0	300s	100	1	8060
m	688	318	10	10	0	0	300s	100	1	8060
m	1283	433	10	10	0	0	300s	100	1	8060
