ga	69	938	10	10	0	0	30s	100	1	6401
ga	69	933	10	10	0	0	30s	100	1	6401
ga	65	931	10	10	0	0	30s	100	1	6401
ga	58	938	10	10	0	0	30s	100	1	6402
ga	58	931	10	10	0	0	30s	100	1	6402
ga	65	925	10	10	0	0	30s	100	1	6402
ga	75	929	10	10	0	0	30s	100	1	6403
ga	76	940	10	10	0	0	30s	100	1	6403
ga	64	947	10	10	0	0	30s	100	1	6403
ga	69	938	10	10	0	0	30s	100	1	6401
ga	69	933	10	10	0	0	30s	100	1	6401
ga	65	931	10	10	0	0	30s	100	1	6401
ga	58	938	10	10	0	0	30s	100	1	6402
ga	58	931	10	10	0	0	30s	100	1	6402
ga	65	925	10	10	0	0	30s	100	1	6402
ga	75	929	10	10	0	0	30s	100	1	6403
ga	76	940	10	10	0	0	30s	100	1	6403
ga	64	947	10	10	0	0	30s	100	1	6403
m	70	941	10	10	0	0	1800s	100	1	6418
